product_id,category,subcategory,brand,unit_size,unit_measure,mrp,supplier_id,shelf_life_days,import_flag
P00898,Footwear,Men's Footwear,Fiesta,Free Size,pcs,1854.19,SUP036,0,Domestic
P00899,Electronics,Batteries,Syska,1 pc,pcs,1176.21,SUP053,0,Domestic
P00900,Footwear,Women's Footwear,Relaxo,UK8,pcs,1885.62,SUP090,0,Domestic
P00901,Apparel,Women's Wear,PUP,S,pcs,745.67,SUP120,0,Domestic
P00902,Apparel,Nightwear,PUP,S,pcs,767.19,SUP005,0,Domestic
P00903,Footwear,Women's Footwear,Bata,UK7,pcs,1955.2,SUP060,0,Domestic
P00904,Electronics,Mobile Accessories,boAt,Pack of 4,pcs,5833.64,SUP070,0,Domestic
P00905,Grocery,Tea & Coffee,Aashirvaad,1L,L,397.8,SUP039,147,Domestic
P00906,Toys & Stationery,Art Supplies,Hot Wheels,Set of 5,pcs,362.94,SUP051,0,Domestic
P00907,Personal Care,Oral Care,L'Oreal,200ml,L,85.31,SUP102,482,Domestic
P00908,Toys & Stationery,Notebooks,Dmart Premia (Own Brand),Pack of 10,pcs,255.18,SUP041,0,Domestic
P00909,Footwear,Men's Footwear,Fiesta,UK9,pcs,207.61,SUP012,0,Domestic
P00910,Personal Care,Oral Care,Colgate-Palmolive,100ml,L,549.85,SUP103,423,Domestic
P00911,Toys & Stationery,Notebooks,Camlin,1 pc,pcs,379.55,SUP108,0,Domestic
P00912,Electronics,Lighting,Philips,Pack of 2,pcs,4058.68,SUP060,0,Domestic
P00913,Grocery,Rice,India Gate,1kg,g,881.25,SUP039,132,Domestic
P00914,Apparel,Innerwear,Dmart Fashion,L,pcs,571.63,SUP004,0,Domestic
P00915,Home & Kitchen,Appliances,Bajaj,1 pc,pcs,3222.98,SUP093,0,Domestic
P00916,Personal Care,Cosmetics,P&G,200ml,L,76.65,SUP049,436,Domestic
P00917,Grocery,Edible Oil,Fortune,1kg,g,537.16,SUP042,199,Domestic
P00918,Home & Kitchen,Utensils,Pigeon,Set of 6,pcs,2420.07,SUP026,0,Domestic
P00919,Apparel,Innerwear,Adore,M,pcs,768.05,SUP072,0,Domestic
P00920,Footwear,Men's Footwear,Fiesta,Free Size,pcs,1974.7,SUP007,0,Domestic
P00921,Personal Care,Cosmetics,P&G,50ml,L,467.4,SUP077,891,Domestic
P00922,Toys & Stationery,Notebooks,Funskool,Set of 5,pcs,579.1,SUP081,0,Domestic
P00923,FMCG,Dairy,Nestle,1L,L,12.05,SUP026,138,Domestic
P00924,Grocery,Tea & Coffee,Fortune,10kg,g,346.99,SUP049,347,Domestic
P00925,FMCG,Confectionery,PepsiCo,6 pcs,pcs,339.22,SUP101,93,Domestic
P00926,Personal Care,Haircare,P&G,150g,g,467.89,SUP025,857,Domestic
P00927,Grocery,Rice,MDH,1kg,g,296.91,SUP102,233,Domestic
P00928,Toys & Stationery,Pens & Pencils,Funskool,Pack of 10,pcs,1057.86,SUP077,0,Domestic
P00929,Electronics,Batteries,Havells,Pack of 4,pcs,752.54,SUP061,0,Domestic
P00930,FMCG,Bakery,Haldiram's,50g,g,190.42,SUP079,211,Domestic
P00931,Toys & Stationery,Toys,Dmart Premia (Own Brand),1 pc,pcs,462.9,SUP103,0,Domestic
P00932,Electronics,Batteries,Havells,Pack of 2,pcs,3484.47,SUP087,0,Imported
P00933,FMCG,Snacks,Britannia,250ml,L,241.09,SUP037,67,Domestic
P00934,Electronics,Small Appliances,Eveready,Pack of 2,pcs,4169.22,SUP015,0,Domestic
P00935,Grocery,Pulses,Dmart Premia (Own Brand),1L,L,869.0,SUP027,193,Domestic
P00936,Electronics,Batteries,boAt,1 pc,pcs,4861.6,SUP099,0,Domestic
P00937,Grocery,Spices,Aashirvaad,10kg,g,399.3,SUP120,317,Domestic
P00938,Electronics,Mobile Accessories,Havells,Pack of 4,pcs,1768.6,SUP072,0,Domestic
P00939,Personal Care,Bath & Body,L'Oreal,50ml,L,102.25,SUP118,992,Domestic
P00940,Apparel,Kids Wear,MinCloud,XL,pcs,1924.01,SUP081,0,Domestic
P00941,Personal Care,Haircare,Colgate-Palmolive,150g,g,314.86,SUP057,1038,Domestic
P00942,Toys & Stationery,Toys,Classmate,Pack of 10,pcs,98.03,SUP002,0,Domestic
P00943,Electronics,Lighting,Bajaj,Pack of 2,pcs,2292.58,SUP027,0,Domestic
P00944,Home & Kitchen,Storage & Containers,Dmart Premia (Own Brand),500ml,L,1095.38,SUP107,0,Domestic
P00945,FMCG,Packaged Food,Nestle,1L,L,379.96,SUP004,99,Domestic
P00946,Apparel,Nightwear,Divena,S,pcs,1330.66,SUP084,0,Domestic
P00947,FMCG,Bakery,Haldiram's,500g,g,311.42,SUP023,42,Domestic
P00948,Toys & Stationery,Art Supplies,Dmart Premia (Own Brand),Set of 5,pcs,236.8,SUP118,0,Domestic
P00949,Footwear,Women's Footwear,Bata,UK6,pcs,582.08,SUP041,0,Domestic
P00950,Home & Kitchen,Appliances,Dmart Premia (Own Brand),Set of 6,pcs,3191.64,SUP067,0,Domestic
P00951,Footwear,Men's Footwear,Relaxo,UK9,pcs,1391.37,SUP074,0,Domestic
P00952,Electronics,Batteries,Syska,Pack of 4,pcs,2824.58,SUP013,0,Imported
P00953,Toys & Stationery,Toys,Funskool,Pack of 10,pcs,839.85,SUP087,0,Domestic
P00954,Toys & Stationery,Toys,Dmart Premia (Own Brand),Set of 5,pcs,1024.71,SUP029,0,Domestic
P00955,Electronics,Mobile Accessories,Syska,1 pc,pcs,1749.16,SUP084,0,Domestic
P00956,Footwear,Men's Footwear,Dmart Fashion,UK7,pcs,405.66,SUP114,0,Domestic
P00957,Grocery,Tea & Coffee,MDH,500g,g,262.24,SUP107,211,Domestic
P00958,Apparel,Nightwear,PUP,S,pcs,178.21,SUP077,0,Domestic
P00959,Personal Care,Cosmetics,Patanjali,200ml,L,385.97,SUP055,663,Domestic
P00960,Electronics,Batteries,Philips,Pack of 2,pcs,1096.35,SUP103,0,Domestic
P00961,Grocery,Rice,Fortune,1kg,g,806.4,SUP057,191,Domestic
P00962,Personal Care,Bath & Body,Colgate-Palmolive,150g,g,441.53,SUP055,763,Domestic
P00963,Toys & Stationery,School Bags,Dmart Premia (Own Brand),1 pc,pcs,1048.03,SUP101,0,Domestic
P00964,Footwear,Women's Footwear,Dmart Fashion,UK7,pcs,2003.02,SUP104,0,Domestic
P00965,Grocery,Tea & Coffee,Aashirvaad,1kg,g,629.03,SUP075,257,Domestic
P00966,Apparel,Kids Wear,Adore,Free Size,pcs,220.95,SUP096,0,Domestic
P00967,Footwear,Women's Footwear,Bata,UK8,pcs,2110.51,SUP070,0,Domestic
P00968,Toys & Stationery,Art Supplies,Camlin,Pack of 10,pcs,1270.22,SUP048,0,Domestic
P00969,Grocery,Spices,Aashirvaad,500g,g,453.27,SUP019,125,Domestic
P00970,Apparel,Innerwear,PUP,S,pcs,451.98,SUP085,0,Domestic
P00971,Personal Care,Cosmetics,P&G,250g,g,93.31,SUP041,1059,Domestic
P00972,Home & Kitchen,Storage & Containers,Milton,1L,L,3244.62,SUP034,0,Domestic
P00973,Toys & Stationery,School Bags,Classmate,Set of 5,pcs,792.05,SUP022,0,Domestic
P00974,Electronics,Mobile Accessories,boAt,1 pc,pcs,5912.26,SUP033,0,Domestic
P00975,Apparel,Innerwear,MinCloud,XL,pcs,1968.05,SUP079,0,Domestic
P00976,Footwear,Kids Footwear,Relaxo,Free Size,pcs,1927.37,SUP088,0,Domestic
P00977,Toys & Stationery,Notebooks,Hot Wheels,Set of 5,pcs,974.17,SUP010,0,Domestic
P00978,Electronics,Mobile Accessories,Eveready,1 pc,pcs,881.69,SUP072,0,Domestic
P00979,Electronics,Batteries,Philips,Pack of 2,pcs,5377.98,SUP059,0,Imported
P00980,Personal Care,Bath & Body,L'Oreal,100ml,L,332.11,SUP050,759,Domestic
P00981,Grocery,Rice,Fortune,5kg,g,153.59,SUP071,263,Domestic
P00982,Apparel,Kids Wear,Divena,XL,pcs,968.86,SUP103,0,Domestic
P00983,Home & Kitchen,Utensils,Milton,1L,L,3003.85,SUP012,0,Domestic
P00984,Grocery,Rice,Everest,5kg,g,455.41,SUP003,147,Domestic
P00985,Electronics,Batteries,Havells,Pack of 2,pcs,698.87,SUP031,0,Domestic
P00986,Toys & Stationery,Notebooks,Dmart Premia (Own Brand),Set of 5,pcs,438.26,SUP087,0,Domestic
P00987,Grocery,Edible Oil,Dmart Premia (Own Brand),500g,g,120.35,SUP022,178,Domestic
P00988,FMCG,Confectionery,ITC,1L,L,355.56,SUP026,69,Domestic
P00989,Grocery,Edible Oil,India Gate,500g,g,185.49,SUP035,143,Domestic
P00990,FMCG,Bakery,Parle,500ml,L,270.05,SUP082,254,Imported
P00991,Personal Care,Oral Care,L'Oreal,200ml,L,122.33,SUP067,629,Domestic
P00992,FMCG,Confectionery,Nestle,500g,g,250.7,SUP074,222,Domestic
P00993,Personal Care,Cosmetics,HUL,100ml,L,142.97,SUP064,1088,Domestic
P00994,Grocery,Pulses,Dmart Premia (Own Brand),500g,g,427.88,SUP031,300,Imported
P00995,FMCG,Packaged Food,Dmart Premia (Own Brand),250ml,L,162.54,SUP039,18,Domestic
P00996,Toys & Stationery,Toys,Dmart Premia (Own Brand),Set of 5,pcs,290.8,SUP071,0,Domestic
P00997,Personal Care,Oral Care,Himalaya,100ml,L,39.39,SUP079,851,Domestic
P00998,Footwear,Kids Footwear,Fiesta,UK8,pcs,991.83,SUP072,0,Domestic
P00999,Grocery,Pulses,MDH,5kg,g,163.51,SUP098,301,Domestic
P01000,Electronics,Mobile Accessories,Syska,1 pc,pcs,4347.33,SUP064,0,Domestic
P01001,Personal Care,Skincare,Himalaya,250g,g,647.91,SUP007,596,Domestic
P01002,FMCG,Packaged Food,Nestle,500ml,L,159.18,SUP065,166,Domestic
P01003,Home & Kitchen,Cleaning Supplies,Pigeon,1 pc,pcs,492.61,SUP113,0,Domestic
P01004,Toys & Stationery,Art Supplies,Funskool,1 pc,pcs,1181.32,SUP043,0,Domestic
P01005,Home & Kitchen,Cleaning Supplies,Prestige,1 pc,pcs,3344.3,SUP046,0,Domestic
P01006,Electronics,Small Appliances,Havells,1 pc,pcs,1050.63,SUP053,0,Imported
P01007,FMCG,Snacks,Dmart Premia (Own Brand),500ml,L,285.05,SUP019,194,Domestic
P01008,Electronics,Small Appliances,Bajaj,Pack of 2,pcs,5968.88,SUP033,0,Domestic
P01009,Toys & Stationery,Toys,Classmate,Set of 5,pcs,1172.63,SUP048,0,Domestic
P01010,Grocery,Rice,Aashirvaad,1L,L,800.96,SUP093,136,Domestic
P01011,Footwear,Men's Footwear,Ortho+Rest,UK6,pcs,1612.63,SUP096,0,Domestic
P01012,Grocery,Edible Oil,Tata,1kg,g,461.1,SUP075,197,Domestic
P01013,Home & Kitchen,Appliances,Prestige,1 pc,pcs,2779.89,SUP104,0,Domestic
P01014,Toys & Stationery,Pens & Pencils,Dmart Premia (Own Brand),Set of 5,pcs,784.2,SUP118,0,Domestic
P01015,Footwear,Men's Footwear,Relaxo,UK6,pcs,900.32,SUP013,0,Domestic
P01016,Electronics,Mobile Accessories,Havells,Pack of 2,pcs,4418.25,SUP116,0,Domestic
P01017,Footwear,Kids Footwear,Fiesta,UK6,pcs,1853.36,SUP046,0,Domestic
P01018,Apparel,Women's Wear,MinCloud,M,pcs,1473.14,SUP085,0,Domestic
P01019,Toys & Stationery,Pens & Pencils,Dmart Premia (Own Brand),1 pc,pcs,396.33,SUP099,0,Domestic
P01020,Electronics,Small Appliances,Syska,Pack of 4,pcs,3119.16,SUP059,0,Domestic
P01021,Personal Care,Skincare,L'Oreal,100ml,L,375.81,SUP051,1000,Domestic
P01022,Electronics,Small Appliances,Eveready,Pack of 4,pcs,2336.35,SUP092,0,Domestic
P01023,Toys & Stationery,School Bags,Classmate,1 pc,pcs,510.31,SUP013,0,Domestic
P01024,Home & Kitchen,Appliances,Tupperware,1L,L,2483.85,SUP024,0,Domestic
P01025,Home & Kitchen,Utensils,Milton,1L,L,2406.92,SUP077,0,Domestic
P01026,FMCG,Beverages,PepsiCo,50g,g,56.79,SUP004,194,Imported
P01027,FMCG,Snacks,Haldiram's,6 pcs,pcs,290.51,SUP059,48,Domestic
P01028,FMCG,Snacks,ITC,2L,L,117.84,SUP021,269,Domestic
P01029,Apparel,Innerwear,PUP,S,pcs,1175.65,SUP035,0,Imported
P01030,Toys & Stationery,Notebooks,Funskool,Set of 5,pcs,1155.68,SUP066,0,Domestic
P01031,Home & Kitchen,Storage & Containers,Cello,1 pc,pcs,4193.63,SUP098,0,Domestic
P01032,Apparel,Innerwear,PUP,M,pcs,172.09,SUP017,0,Domestic
P01033,Grocery,Rice,Aashirvaad,5kg,g,148.62,SUP089,269,Domestic
P01034,Home & Kitchen,Cleaning Supplies,Milton,Set of 3,pcs,742.11,SUP018,0,Domestic
P01035,Apparel,Kids Wear,MinCloud,XL,pcs,1726.64,SUP042,0,Domestic
P01036,Footwear,Women's Footwear,Dmart Fashion,UK7,pcs,1655.72,SUP063,0,Domestic
P01037,FMCG,Beverages,ITC,500g,g,67.84,SUP096,194,Domestic
P01038,FMCG,Packaged Food,Dmart Premia (Own Brand),2L,L,204.0,SUP009,45,Domestic
P01039,Home & Kitchen,Storage & Containers,Cello,1L,L,3141.26,SUP041,0,Domestic
P01040,Apparel,Men's Wear,MinCloud,S,pcs,271.76,SUP087,0,Domestic
P01041,Home & Kitchen,Cookware,Tupperware,Set of 6,pcs,3953.4,SUP018,0,Domestic
P01042,Apparel,Innerwear,PUP,XL,pcs,287.02,SUP021,0,Domestic
P01043,Electronics,Batteries,Philips,Pack of 4,pcs,1512.58,SUP014,0,Imported
P01044,Electronics,Mobile Accessories,Eveready,Pack of 2,pcs,3101.88,SUP027,0,Domestic
P01045,Personal Care,Cosmetics,P&G,150g,g,377.89,SUP084,751,Domestic
P01046,Footwear,Women's Footwear,Bata,UK6,pcs,488.91,SUP114,0,Domestic
P01047,FMCG,Beverages,Britannia,1kg,g,284.56,SUP095,245,Domestic
P01048,Personal Care,Bath & Body,L'Oreal,200ml,L,341.44,SUP048,669,Domestic
P01049,Grocery,Pulses,Everest,5L,L,471.31,SUP039,118,Domestic
P01050,FMCG,Snacks,Parle,1L,L,78.7,SUP019,235,Domestic
P01051,Grocery,Pulses,Everest,5kg,g,850.96,SUP053,212,Domestic
P01052,Apparel,Nightwear,MinCloud,Free Size,pcs,1907.72,SUP005,0,Imported
P01053,Apparel,Women's Wear,MinCloud,XL,pcs,522.54,SUP018,0,Domestic
P01054,Electronics,Small Appliances,boAt,Pack of 4,pcs,4175.36,SUP041,0,Domestic
P01055,Apparel,Women's Wear,PUP,XL,pcs,1361.53,SUP060,0,Domestic
P01056,Toys & Stationery,School Bags,Classmate,Set of 5,pcs,197.01,SUP025,0,Domestic
P01057,Apparel,Kids Wear,PUP,Free Size,pcs,979.14,SUP017,0,Domestic
P01058,Home & Kitchen,Utensils,Cello,1 pc,pcs,2984.06,SUP101,0,Domestic
P01059,Personal Care,Cosmetics,Patanjali,150g,g,152.09,SUP058,372,Domestic
P01060,Electronics,Mobile Accessories,Havells,Pack of 4,pcs,3221.21,SUP075,0,Domestic
P01061,Electronics,Lighting,Philips,Pack of 2,pcs,666.11,SUP050,0,Domestic
P01062,Electronics,Mobile Accessories,boAt,1 pc,pcs,3546.55,SUP061,0,Domestic
P01063,Grocery,Spices,India Gate,10kg,g,586.51,SUP019,163,Domestic
P01064,Personal Care,Skincare,HUL,100ml,L,87.71,SUP086,722,Domestic
P01065,Footwear,Men's Footwear,Relaxo,Free Size,pcs,2374.47,SUP054,0,Domestic
P01066,Apparel,Nightwear,Divena,Free Size,pcs,925.52,SUP054,0,Domestic
P01067,Grocery,Edible Oil,Dmart Premia (Own Brand),5L,L,790.48,SUP021,154,Domestic
P01068,Home & Kitchen,Appliances,Pigeon,Set of 3,pcs,1984.26,SUP026,0,Imported
P01069,FMCG,Beverages,Dmart Premia (Own Brand),6 pcs,pcs,397.74,SUP007,58,Domestic
P01070,FMCG,Beverages,PepsiCo,500ml,L,395.92,SUP108,63,Imported
P01071,Electronics,Small Appliances,Havells,Pack of 2,pcs,1446.24,SUP091,0,Domestic
P01072,Grocery,Spices,Fortune,5kg,g,188.29,SUP023,93,Domestic
P01073,FMCG,Bakery,PepsiCo,500g,g,109.25,SUP003,211,Domestic
P01074,Home & Kitchen,Cookware,Tupperware,1L,L,2584.04,SUP039,0,Domestic
P01075,Personal Care,Skincare,Colgate-Palmolive,150g,g,531.81,SUP091,742,Domestic
P01076,Personal Care,Oral Care,P&G,200ml,L,61.79,SUP009,723,Domestic
P01077,FMCG,Beverages,ITC,500g,g,46.56,SUP072,195,Domestic
P01078,FMCG,Packaged Food,Amul,500ml,L,164.59,SUP113,190,Domestic
P01079,Apparel,Kids Wear,PUP,M,pcs,1349.6,SUP098,0,Domestic
P01080,Footwear,Men's Footwear,Relaxo,UK9,pcs,2381.83,SUP110,0,Domestic
P01081,Toys & Stationery,School Bags,Funskool,Pack of 10,pcs,13.37,SUP069,0,Domestic
P01082,Grocery,Tea & Coffee,Tata,5kg,g,450.32,SUP118,171,Domestic
P01083,Grocery,Spices,Aashirvaad,5L,L,803.68,SUP072,268,Imported
P01084,Home & Kitchen,Cookware,Milton,1 pc,pcs,597.01,SUP103,0,Imported
P01085,Toys & Stationery,Art Supplies,Classmate,Set of 5,pcs,134.58,SUP097,0,Domestic
P01086,Apparel,Nightwear,Divena,XL,pcs,1337.27,SUP102,0,Domestic
P01087,Electronics,Small Appliances,Bajaj,Pack of 2,pcs,1018.82,SUP058,0,Domestic
P01088,Apparel,Kids Wear,PUP,Free Size,pcs,664.5,SUP054,0,Domestic
P01089,Apparel,Innerwear,Divena,XL,pcs,1125.96,SUP020,0,Domestic
P01090,Grocery,Tea & Coffee,Tata,1kg,g,145.68,SUP092,308,Domestic
P01091,Personal Care,Cosmetics,HUL,250g,g,594.04,SUP042,422,Domestic
P01092,Personal Care,Haircare,HUL,100ml,L,168.77,SUP065,545,Domestic
P01093,Grocery,Spices,Fortune,1L,L,549.27,SUP046,98,Domestic
P01094,Footwear,Men's Footwear,Bata,UK9,pcs,1286.3,SUP116,0,Domestic
P01095,Toys & Stationery,Art Supplies,Dmart Premia (Own Brand),1 pc,pcs,1054.2,SUP108,0,Domestic
P01096,Footwear,Kids Footwear,Ortho+Rest,UK9,pcs,2224.34,SUP053,0,Domestic
P01097,Home & Kitchen,Cookware,Dmart Premia (Own Brand),Set of 3,pcs,2244.67,SUP094,0,Domestic
P01098,Footwear,Men's Footwear,Dmart Fashion,UK6,pcs,1097.88,SUP055,0,Domestic
P01099,Apparel,Women's Wear,PUP,XL,pcs,297.66,SUP049,0,Domestic
P01100,Toys & Stationery,Toys,Funskool,Set of 5,pcs,917.78,SUP006,0,Domestic
